"Citation","URL"
"Golian, Saeed; Murphy, Conor; Wilby, Robert; Matthews, Tom; Donegan, Sean; Quinn, Daire Foran; et al. (2022). Dynamical–statistical seasonal forecasts of winter and summer precipitation for the Island of Ireland. Loughborough University. Journal contribution. https://hdl.handle.net/2134/20727652.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Dynamical_statistical_seasonal_forecasts_of_winter_and_summer_precipitation_for_the_Island_of_Ireland/20727652"
"Yamashita, Takayuki; Postlethwaite, Verity; Molnar, Gyozo (2024). Winter sporting cultures and Japan. Loughborough University. Chapter. https://hdl.handle.net/2134/25765680.v1","https://repository.lboro.ac.uk/articles/chapter/Winter_sporting_cultures_and_Japan/25765680"
"Beizaee, Arash; Morey, Johanna; Badiei, Ali (2021). Wintertime indoor temperatures in social housing dwellings in England and the impact of dwelling characteristics. Loughborough University. Journal contribution. https://hdl.handle.net/2134/14034944.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Wintertime_indoor_temperatures_in_social_housing_dwellings_in_England_and_the_impact_of_dwelling_characteristics/14034944"
"Teixeira, Ana Maria; Rama, Luis; Carvalho, Humberto M.; Borges, Grasiely; Carvalheiro, Tiago; Gleeson, Michael; et al. (2014). Changes in naïve and memory T-cells in elite swimmers during a winter training season. Loughborough University. Journal contribution. https://hdl.handle.net/2134/14176","https://repository.lboro.ac.uk/articles/journal_contribution/Changes_in_na_ve_and_memory_T-cells_in_elite_swimmers_during_a_winter_training_season/9629546"
"Berry-Frith, Joanne; Self, Tim; Holliday, Nicholas (2011). Agonist and inverse agonist pharmacology revealed by quantitative assessment of ghrelin receptor internalisation [Abstract]. Loughborough University. Conference contribution. https://hdl.handle.net/2134/22357090.v1","https://repository.lboro.ac.uk/articles/conference_contribution/Agonist_and_inverse_agonist_pharmacology_revealed_by_quantitative_assessment_of_ghrelin_receptor_internalisation_Abstract_/22357090"
"Zhang, Tianxiang; Su, Jinya; Liu, Cunjia; Chen, Wen-Hua (2019). Bayesian calibration of AquaCrop model for winter wheat by assimilating UAV multi-spectral images. Loughborough University. Journal contribution. https://hdl.handle.net/2134/10318853.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Bayesian_calibration_of_AquaCrop_model_for_winter_wheat_by_assimilating_UAV_multi-spectral_images/10318853"
"Hodgkins, Richard; Cooper, Richard; Wadham, Jemma; Tranter, Martyn (2005). Interannual variability in the spatial distribution of winter accumulation at a high-Arctic glacier (Finsterwalderbreen, Svalbard), and its relationship with topography.. Loughborough University. Journal contribution. https://hdl.handle.net/2134/3569","https://repository.lboro.ac.uk/articles/journal_contribution/Interannual_variability_in_the_spatial_distribution_of_winter_accumulation_at_a_high-Arctic_glacier_Finsterwalderbreen_Svalbard_and_its_relationship_with_topography_/9481928"
"Chen, Shushu; Preuss, Holger; Hu, Xiaoqian; Kenyon, James Andrew; Liang, Xiao (2019). Sport policy development in China: Legacies of Beijing’s 2008 Summer Olympic Games and 2022 Winter Olympic Games. Loughborough University. Journal contribution. https://hdl.handle.net/2134/36057","https://repository.lboro.ac.uk/articles/journal_contribution/Sport_policy_development_in_China_Legacies_of_Beijing_s_2008_Summer_Olympic_Games_and_2022_Winter_Olympic_Games/9613187"
"Parent, Milena M.; Kristiansen, Elsa; Houlihan, Barrie (2017). Governance and knowledge management and transfer: the case of the Lillehammer 2016 Winter Youth Olympic Games. Loughborough University. Journal contribution. https://hdl.handle.net/2134/34345","https://repository.lboro.ac.uk/articles/journal_contribution/Governance_and_knowledge_management_and_transfer_the_case_of_the_Lillehammer_2016_Winter_Youth_Olympic_Games/9619532"
"Vadodaria, Keyur; Loveday, Dennis; Haines, Victoria (2014). Measured winter and spring-time indoor temperatures in UK homes over the period 1969-2010: A review and synthesis. Loughborough University. Journal contribution. https://hdl.handle.net/2134/14603","https://repository.lboro.ac.uk/articles/journal_contribution/Measured_winter_and_spring-time_indoor_temperatures_in_UK_homes_over_the_period_1969-2010_A_review_and_synthesis/9347381"
"Pelto, Mauri; Panday, Prajjwal; Matthews, Tom; Maurer, Jon; Perry, L Baker (2021). Observations of winter ablation on glaciers in the Mount Everest region in 2020–2021. Loughborough University. Journal contribution. https://hdl.handle.net/2134/14986680.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Observations_of_winter_ablation_on_glaciers_in_the_Mount_Everest_region_in_2020_2021/14986680"
"Tako, Antuela; Kotiadis, Kathy (2022). A tutorial on participative discrete event simulation in the virtual workshop environment. Loughborough University. Conference contribution. https://hdl.handle.net/2134/19346570.v1","https://repository.lboro.ac.uk/articles/conference_contribution/A_tutorial_on_participative_discrete_event_simulation_in_the_virtual_workshop_environment/19346570"
"Eldabi, Tillal; Tako, Antuela; Bell, David; Tolk, Andreas (2020). Tutorial on means of hybrid simulation. Loughborough University. Conference contribution. https://hdl.handle.net/2134/12159177.v1","https://repository.lboro.ac.uk/articles/conference_contribution/Tutorial_on_means_of_hybrid_simulation/12159177"
"Mears, Aimee; Pearsall, David; Scher, Irving; Steele, Carolyn (2021). Winter sports topical collection editorial. Loughborough University. Journal contribution. https://hdl.handle.net/2134/17092010.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Winter_sports_topical_collection_editorial/17092010"
"Herbert, Ian (2015). Putting 'who' into 'what'... and why?. Loughborough University. Journal contribution. https://hdl.handle.net/2134/20388","https://repository.lboro.ac.uk/articles/journal_contribution/Putting_who_into_what_and_why_/9503177"
"Hu, X.; Chen, S.; Kenyon, James Andrew; Deng, X. (2019). 国际奥委会+ 遗产战略方针, 框架下的奥运遗产愿景与治理 [The vision construction and governance of the legacy of the Beijing Winter Olympic Games against the background of the Legacy Strategic Approach]. Loughborough University. Journal contribution. https://hdl.handle.net/2134/36929","https://repository.lboro.ac.uk/articles/journal_contribution/__________The_vision_construction_and_governance_of_the_legacy_of_the_Beijing_Winter_Olympic_Games_against_the_background_of_the_Legacy_Strategic_Approach_/9618107"
"Eastwood, Max; Roberts, Ben M; Li, Matthew; Allinson, David (2024). Measured indoor air temperatures, heat flux and power consumption in two unoccupied, electrically heated dwellings during two winters. Loughborough University. Dataset. https://doi.org/10.17028/rd.lboro.26048944.v1","https://repository.lboro.ac.uk/articles/dataset/Measured_indoor_air_temperatures_heat_flux_and_power_consumption_in_two_unoccupied_electrically_heated_dwellings_during_two_winters/26048944"
"Murphy, Conor; Wilby, Robert; Matthews, Tom; Thorne, Peter W.; Broderick, Ciaran; Fealy, Rowan; et al. (2019). Multi-century trends to wetter winters and drier summers in the England and Wales precipitation series explained by observational and sampling bias in early records. Loughborough University. Journal contribution. https://hdl.handle.net/2134/38097","https://repository.lboro.ac.uk/articles/journal_contribution/Multi-century_trends_to_wetter_winters_and_drier_summers_in_the_England_and_Wales_precipitation_series_explained_by_observational_and_sampling_bias_in_early_records/9485486"
"Mcgregor, Philippa (2020). The development, implementation and evaluation of an emotion-focused intervention in youth academy football. Loughborough University. Thesis. https://doi.org/10.26174/thesis.lboro.12639236.v1","https://repository.lboro.ac.uk/articles/thesis/The_development_implementation_and_evaluation_of_an_emotion-focused_intervention_in_youth_academy_football/12639236"
"McMahon, Glenda; Chatterton, Ken (2019). Temporary water intakes showing arrangements for summer and winter pumping. Loughborough University. Figure. https://doi.org/10.17028/rd.lboro.7837850.v1","https://repository.lboro.ac.uk/articles/figure/Temporary_water_intakes_showing_arrangements_for_summer_and_winter_pumping/7837850"
"Dixon, Samuel G; Wilby, Robert (2019). A seasonal forecasting procedure for reservoir inflows in Central Asia. Loughborough University. Journal contribution. https://hdl.handle.net/2134/9205577.v1","https://repository.lboro.ac.uk/articles/journal_contribution/A_seasonal_forecasting_procedure_for_reservoir_inflows_in_Central_Asia/9205577"
"Mills, Terence (2019). Stochastic modelling of rainfall for the island of Ireland. Loughborough University. Journal contribution. https://hdl.handle.net/2134/37659","https://repository.lboro.ac.uk/articles/journal_contribution/Stochastic_modelling_of_rainfall_for_the_island_of_Ireland/9493778"
"van der Scheer, JW; Woodward, M; Ansari, A; Draycott, T; Winter, C; Martin, G; et al. (2021). How to specify healthcare process improvements collaboratively using rapid, remote consensus-building: a framework and a case study of its application. Loughborough University. Journal contribution. https://hdl.handle.net/2134/15052086.v1","https://repository.lboro.ac.uk/articles/journal_contribution/How_to_specify_healthcare_process_improvements_collaboratively_using_rapid_remote_consensus-building_a_framework_and_a_case_study_of_its_application/15052086"
"Carden, Kirsty; Winter, Kevin; Spiegel, A.; Armitage, N. (2008). Approaching community-level greywater managementin non-sewered settlements in South Africa. Loughborough University. Conference contribution. https://hdl.handle.net/2134/29948","https://repository.lboro.ac.uk/articles/conference_contribution/Approaching_community-level_greywater_managementin_non-sewered_settlements_in_South_Africa/9597665"
"Koutsourakis, George; Rauer, M; Schmid, A; Bellenda, G; Betts, Thomas; Blakesley, JC; et al. (2020). Results of the bifacial PV cells and PV modules power measurement round robin activity of the PV-Enerate Project. Loughborough University. Conference contribution. https://hdl.handle.net/2134/13516460.v1","https://repository.lboro.ac.uk/articles/conference_contribution/Results_of_the_bifacial_PV_cells_and_PV_modules_power_measurement_round_robin_activity_of_the_PV-Enerate_Project/13516460"
"Chen, Zuyu; Meng, Xingmin; Yin, Yueping; Dijkstra, Tom; Winter, Mike; Wasowski, Janusz (2016). Landslide research in China. Loughborough University. Journal contribution. https://hdl.handle.net/2134/31997","https://repository.lboro.ac.uk/articles/journal_contribution/Landslide_research_in_China/9450731"
"Mazarelo, James; Winter, Sam; Fong, Daniel (2023). A systematic review on the effectiveness of eyewear in reducing the incidence and severity of eye injuries in racket sports. Loughborough University. Journal contribution. https://hdl.handle.net/2134/22347553.v1","https://repository.lboro.ac.uk/articles/journal_contribution/A_systematic_review_on_the_effectiveness_of_eyewear_in_reducing_the_incidence_and_severity_of_eye_injuries_in_racket_sports/22347553"
"He, Cheng-Shiun; Handzlik, Michal K.; Fraser, William D.; Muhamad, Ayu S.; Preston, H.; Richardson, A.; et al. (2013). Influence of vitamin D status on respiratory infection incidence and immune function during 4 months of winter training in endurance sport athletes. Loughborough University. Journal contribution. https://hdl.handle.net/2134/16969","https://repository.lboro.ac.uk/articles/journal_contribution/Influence_of_vitamin_D_status_on_respiratory_infection_incidence_and_immune_function_during_4_months_of_winter_training_in_endurance_sport_athletes/9621041"
"Rothwell, Andrew T.; Herbert, Ian (2014). Higher Education: a lesson in sharing. Loughborough University. Journal contribution. https://hdl.handle.net/2134/16806","https://repository.lboro.ac.uk/articles/journal_contribution/Higher_Education_a_lesson_in_sharing/9503912"
"He, Cheng-Shiun; Handzlik, Michal K.; Muhamad, Ayu S.; Gleeson, Michael (2013). Influence of CMV/EBV serostatus on respiratory infection incidence during 4 months of winter training in a student cohort of endurance athletes. Loughborough University. Journal contribution. https://hdl.handle.net/2134/16963","https://repository.lboro.ac.uk/articles/journal_contribution/Influence_of_CMV_EBV_serostatus_on_respiratory_infection_incidence_during_4_months_of_winter_training_in_a_student_cohort_of_endurance_athletes/9628085"
"Mills, Stephanie; Le Brocq, Anne; Winter, Kate; Smith, Michael; Hillier, John; Ardakova, Ekaterina; et al. (2019). Testing and application of a model for snow redistribution (Snow_Blow) in the Ellsworth Mountains, Antarctica. Loughborough University. Journal contribution. https://hdl.handle.net/2134/9693104.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Testing_and_application_of_a_model_for_snow_redistribution_Snow_Blow_in_the_Ellsworth_Mountains_Antarctica/9693104"
"Guareschi, Simone; Laini, Alex; England, Judy; Johns, Tim; Winter, Martin; Wood, Paul (2021). Invasive species influence macroinvertebrate biomonitoring tools and functional diversity in British rivers. Loughborough University. Journal contribution. https://hdl.handle.net/2134/13567499.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Invasive_species_influence_macroinvertebrate_biomonitoring_tools_and_functional_diversity_in_British_rivers/13567499"
"Bliss, Martin; Betts, Tom; Gottschalg, Ralph; Salis, Elena; Mullejans, Harald; Winter, Stefan; et al. (2019). Interlaboratory comparison of short-circuit current versus irradiance linearity measurements of photovoltaic devices. Loughborough University. Journal contribution. https://hdl.handle.net/2134/37120","https://repository.lboro.ac.uk/articles/journal_contribution/Interlaboratory_comparison_of_short-circuit_current_versus_irradiance_linearity_measurements_of_photovoltaic_devices/9544958"
"Carden, Kirsty; Winter, Kevin; Armitage, N. (2009). Sustainable urban water management in Cape Town, South Africa: is it a pipe dream?. Loughborough University. Conference contribution. https://hdl.handle.net/2134/28677","https://repository.lboro.ac.uk/articles/conference_contribution/Sustainable_urban_water_management_in_Cape_Town_South_Africa_is_it_a_pipe_dream_/9585695"
"Salagean, Ana; Winter, Richard; Mandache-Salagean, Matei; Phan, Raphael C.-W. (2017). Higher order differentiation over finite fields with applications to generalising the cube attack. Loughborough University. Journal contribution. https://hdl.handle.net/2134/22851","https://repository.lboro.ac.uk/articles/journal_contribution/Higher_order_differentiation_over_finite_fields_with_applications_to_generalising_the_cube_attack/9402188"
"Kroger, Ingo; Friedrich, Dirk; Winter, Stefan; Salis, Elena; Mullejans, Harald; Pavanello, Diego; et al. (2018). Results of the round robin calibration of reference solar cells within the PhotoClass project. Loughborough University. Journal contribution. https://hdl.handle.net/2134/35594","https://repository.lboro.ac.uk/articles/journal_contribution/Results_of_the_round_robin_calibration_of_reference_solar_cells_within_the_PhotoClass_project/9568394"
"Hou, Zongchen; Shen, Wei; Fong, Daniel; Winter, Sam (2024). Anticipation of landing leg masks ankle inversion orientation deficits and peroneal insufficiency during jump landing in people with chronic ankle instability. Loughborough University. Journal contribution. https://hdl.handle.net/2134/25189496.v1","https://repository.lboro.ac.uk/articles/journal_contribution/Anticipation_of_landing_leg_masks_ankle_inversion_orientation_deficits_and_peroneal_insufficiency_during_jump_landing_in_people_with_chronic_ankle_instability/25189496"
"Duran, Ozlem; Taylor, Simon; Lomas, Kevin (2015). The impact of refurbishment on thermal comfort in post-war office buildings. Loughborough University. Conference contribution. https://hdl.handle.net/2134/20151","https://repository.lboro.ac.uk/articles/conference_contribution/The_impact_of_refurbishment_on_thermal_comfort_in_post-war_office_buildings/9432218"
"Mosupye, Fidel Thabang (2024). Signboard and nature scene in Nelson Mandela Park, Mamelodi, Pretoria, Gauteng, South Africa. Loughborough University. Figure. https://doi.org/10.17028/rd.lboro.25669023.v1","https://repository.lboro.ac.uk/articles/figure/Signboard_and_nature_scene_in_Nelson_Mandela_Park_Mamelodi_Pretoria_Gauteng_South_Africa/25669023"
"Donachie, Jacqueline (2020). Coventry Biennial 2019 / The Twin. Loughborough University. Event. https://hdl.handle.net/2134/11553501.v1","https://repository.lboro.ac.uk/articles/event/Coventry_Biennial_2019_The_Twin/11553501"
"Shire, Mohammed Ibrahim; Jun, Gyuchan Thomas; Robinson, Stewart; Seongam, Moon (2019). A system dynamics approach to workload management of hospital pharmacy staff: modelling the trade-off between dispensing backlog and dispensing errors. Loughborough University. Journal contribution. https://hdl.handle.net/2134/36538","https://repository.lboro.ac.uk/articles/journal_contribution/A_system_dynamics_approach_to_workload_management_of_hospital_pharmacy_staff_modelling_the_trade-off_between_dispensing_backlog_and_dispensing_errors/9352688"
